id,cebuano,tagalog
b.mic.2.10,"Tumindog kamo, ug gumikan; kay kini dili mao ang inyong pahulayanan; tungod sa kahugawan nga nagalaglag bisan uban sa masakit nga pagkalaglag.","At naghanda ang Panginoong Dios ng isang halamang kikayon, at pinataas sa itaas ni Jonas, upang maging lilim sa kaniyang ulo, upang iligtas siya sa kaniyang masamang kalagayan. Sa gayo'y natuwang mainam si Jonas dahil sa kikayon."
b.mic.2.11,"Kong ang usa ka tawo nga nagalakaw sa espiritu sa paglimbong mobakak, nga moingon: Ako magatagna kanimo tungod sa vino ug sa maisug nga ilimnon; siya maoy mahimong manalagna bisan pa niini nga katawohan.","Nguni't naghanda ang Dios ng isang uod nang magumaga nang kinabukasan at sinira ang halamang kikayon, na anopa't natuyo."
b.mic.2.12,"Sa pagkamatuod tigumon ko kamong tanan, Oh Jacob; sa pagkamatuod hipuson ko ang mga salin sa Israel; tiponon ko sila ingon sa mga carnero sa Bos-ra, sama sa panon sa carnero sa taliwala sa ilang sibsibanan; himoon nila ang dakung kaguliyang tungod sa panon sa mga tawo.","At nangyari, nang sumikat ang araw, na naghanda ang Dios ng mainit na hanging silanganan; at sinikatan ng araw ang ulo ni Jonas, na anopa't siya'y nanglupaypay, at hiniling niya tungkol sa kaniya na siya'y mamatay, at nagsasabi, Mabuti sa akin ang mamatay kay sa mabuhay."
b.mic.2.13,"Ang maglulumpag misaka sa ilang atubangan: sila nangabungkag ug minglabay sa alagianan, ug nanggula didto; ug ang ilang hari milabay sa ilang atubangan, ug si Jehova diha sa ilang unahan.","At sinabi ng Dios kay Jonas, Mabuti baga ang ginagawa mo na magalit dahil sa kikayon? At kaniyang sinabi, Mabuti ang ginagawa ko na magalit hanggang sa kamatayan."
b.mic.3.1,"Ug ako miingon: Pamati, gipangamuyo ko kaninyo, Oh kamo nga mga pangulo ni Jacob, ug mga magmamando sa balay sa Israel: dili ba alang kaninyo ang pagpanghibalo sa justicia?","At sinabi ng Panginoon, Ikaw ay nanghinayang sa kikayon na hindi mo pinagpagalan o pinatubo man; na sumampa sa isang gabi, at nawala sa isang gabi:"
b.mic.3.2,"Kamo nga nagadumot sa maayo, ug nahagugma sa dautan; nga nagalaksi sa ilang panit gikan kanila, ug nagakuha sa unod gikan sa ilang mga bukog;","At hindi baga ako manghihinayang sa Ninive, sa malaking bayang yaon, na mahigit sa isang daan at dalawang pung libong katao na hindi marunong magmunimuni ng kanilang kamay at ng kanilang kaliwang kamay; at marami ring hayop?"
b.mic.3.3,"Nga nagakaon usab sa unod sa akong katawohan, ug nagpanit sa ilang panit gikan kanila, ug nagabali sa ilang mga bukog, ug nagatagod-tagod kanila, daw alang sa kolon, ug sama sa unod diha sa sulod sa kawa.","Ang Salita ng Panginoon na dumating kay Mikas na Morastita, nang mga kaarawan ni Jotham, ni Achaz, at ni Ezechias, na mga hari sa Juda, na nakakita ng tungkol sa Samaria at sa Jerusalem."
b.mic.3.4,"Unya sila managtu-aw kang Jehova, apan siya dili motubag kanila: oo, siya motago sa iyang nawong gikan kanila niadtong panahona sumala sa dautan nga ilang gihimo sa ilang mga pagbuhat.","Dinggin ninyong mga bayan, ninyong lahat; dinggin mo, Oh lupa, at ng lahat na nasa iyo: at ang Panginoong Dios ay maging saksi laban sa iyo, ang Panginoon mula sa kaniyang banal na templo."
b.mic.3.5,"Mao kini ang giingon ni Jehova mahitungod sa mga manalagna nga nakapasalaag sa akong katawohan; nga nagapangitlib uban sa ilang mga ngipon, ug nagasinggit: Pakigdait; ug nga wala magabutang diha sa ilang mga baba, sila nga magaandam hinoon sa pagpakiggubat batok kaniya:","Sapagka't, narito, ang Panginoo'y lumalabas sa kaniyang dako, at bababa, at yayapak sa mga mataas na dako ng lupa."
b.mic.3.6,"Busa kana mahimong kagabhion kaninyo, aron kamo walay panan-awon; ug kana mahimong mangiub kaninyo, aron kamo dili makatagna; ug ang adlaw matunod ibabaw sa manalagna, ug ang adlaw moitum sa ibabaw nila.","At ang mga bundok ay mangatutunaw sa ilalim niya, at ang mga libis ay mauupos, na parang pagkit sa harap ng apoy, parang tubig na bumubuhos mula sa isang bundok."
b.mic.3.7,"Ug ang mga manalagna pagapakaulawan, ug ang mga mulo-manalagna pagalibogon; oo, silang tanan magatak-um sa ilang mga ngabil; kay walay tubag gikan sa Dios.","Dahil sa pagsalansang ng Jacob ang lahat na ito, at dahil sa mga kasalanan ng sangbahayan ni Israel, Ano ang pagsalangsang ng Jacob? hindi baga ang Samaria? at ano ang mga mataas na dako ng Juda? di baga ang Jerusalem?"
b.mic.3.8,"Apan mahitungod kanako, puno ako sa kagahum tungod sa Espiritu ni Jehova, ug sa paghukom, ug sa kusog, sa pagpahayag kang Jacob sa iyang mga kasaypanan, ug sa Israel sa iyang sala.","Kaya't gagawin ko ang Samaria na parang bunton sa parang, at parang mga pananim sa ubasan; at aking ilalagpak ang mga bato niyaon sa libis, at aking ililitaw ang mga patibayan niyaon."
b.mic.3.9,"Pamatia kini, ipangamuyo ko kaninyo, kamo nga mga pangulo sa balay ni Jacob, ug mga magmamando sa balay sa Israel, nga nagaayad sa justicia, ug nagbalit-ad sa tibook nga buhat sa katul-id.","At lahat niyang larawang inanyuan ay pagpuputolputulin, at ang lahat niyang kaupahan ay susupukin sa apoy, at ang lahat niyang diosdiosan ay aking ihahandusay na sira; sapagka't sa kaupahan sa isang patutot ay kaniyang mga pinisan, at sa kaupahan sa isang patutot ay mangauuwi."
b.mic.3.10,"Ang Sion gitukod nila inubanan sa dugo, ug ang Jerusalem inubanan sa kasal-anan.","Dahil dito tataghoy ako, at mananambitan; ako'y yayaong hinubdan at hubad; ako'y uungal na parang chakal, at mananangis na gaya ng mga avestruz."
b.mic.3.11,"Ang mga pangulo niana nagahukom alang sa hiphip nga maoy ganti, ug ang mga sacerdote niana nagatudlo tungod sa suhol, ug ang mga manalagna nagapanagna tungod sa salapi: bisan pa niana sila nagasandig pa gayud kang Jehova, ug nagaingon: Dili ba si Jehova ania kanato? walay kadautan nga moabut kanato.","Sapagka't ang kaniyang mga sugat ay walang kagamutan; sapagka't dumarating hanggang sa Juda; umaabot hanggang sa pintuang-bayan ng aking bansa, hanggang sa Jerusalem."
b.mic.3.12,"Busa ang Sion tungod kaninyo pagadarohon sama sa usa ka uma, ug ang Jerusalem mahimo nga mga tinapok, ug ang bukid sa balay maingon sa hatag-as nga mga dapit sa kalasangan.",Huwag ninyong saysayin sa Gath huwag kayong pakaiyak: sa Bethle-Aphra gumumon ako sa alabok.
b.mic.4.1,"Apan sa ulahing mga adlaw mahitabo, nga ang bukid sa balay ni Jehova pagatukoron ibabaw sa kabukiran, ug pagabayawon ibabaw sa kabungtoran ug ang mga katawohan magaganayan ngadto kaniya.","Magdaan ka, Oh nananahan sa Saphir, sa kahubaran at kahihiyan: ang nananahan sa Haanan ay hindi lumalabas; ang taghoy ng Beth-esel ay magaalis sa iyo ng pangalalay niyaon."
b.mic.4.2,"Ug daghang mga nasud nga mo-adto ug moingon: Umari kamo, ug mangadto kita sa bukid ni Jehova, ug ngadto sa balay sa Dios ni Jacob; ug siya magatudlo kanato sa iyang mga dalan, ug kita magalakaw sa iyang mga alagianan. Kay ang kasugoan mogula gikan sa Sion, ug ang pulong ni Jehova gikan sa Jerusalem;","Sapagka't ang nananahan sa Maroth ay naghihintay na mainam ng ikabubuti, sapagka't ang kasamaan ay bumaba mula sa Panginoon hanggang sa pintuang-bayan ng Jerusalem."
b.mic.4.3,"Ug siya magahukom sa kinataliwad-an sa daghang mga katawohan, ug magahusay mahitungod sa kusganong mga nasud sa halayo: ug ang ilang mga pinuti himoon nila nga mga lipya-sa-daro, ug ang ilang mga bangkaw himoon nga mga galab; ang nasud dili na mobakyaw sa iyang espada batok sa laing nasud, ni makakat-on pa sila sa gubat.","Isingkaw mo ang karo sa maliksing kabayo, Oh nananahan sa Lachis: siya ang pasimula ng kasalanan sa anak na babae ng Sion: sapagka't ang pagsalangsang ng Israel ay nasumpungan sa iyo."
b.mic.4.4,Apan sila manlingkod ang tagsatagsa ka tawo ilalum sa iyang parras ug ilalum sa iyang kahoy-nga-igos; ug walay magahadlok kanila: kay ang baba ni Jehova sa mga panon nagsulti niini.,Kaya't ikaw ay magbibigay ng kaloob sa pagpapaalam sa Moresethgath: ang mga bahay sa Achzib ay magiging karayaang bagay sa mga hari sa Israel.
b.mic.4.5,Kay ang tanang mga katawohan magalakaw ang tagsatagsa sa ngalan sa iyang dios; ug kita magalakaw sa ngalan ni Jehova nga atong Dios sa tanang mga katuigan nga walay katapusan.,"Dadalhin ko pa sa iyo, Oh nananahan sa Maresah ang magaari sa iyo: ang kaluwalhatian ng Israel ay darating hanggang sa Adullam."
b.mic.4.6,"Niadtong adlawa, miingon si Jehova, pagatiponon ko ang napiang, ug pagatigumon ko ang hininginlan, ug kadtong gisakit ko;","Magpakakalbo ka, at pagupit ka dahil sa mga anak ng iyong kalayawan: palakihin mo ang iyong pagkakalbo na gaya ng aguila; sapagka't sila'y nangapasa pagkabihag mula sa iyo."
b.mic.4.7,"Ug kadtong napiang himoon ko nga usa ka salin, ug kadtong nahasalibay sa halayo himoon ko nga usa ka nasud nga kusganon: ug si Jehova magahari kanila sa bukid sa Sion niadtong adlawa hangtud sa walay katapusan.","Sa aba nila na humahaka ng kasamaan, at nagsisigawa ng kasamaan sa kanilang mga higaan! pagliliwanag sa umaga, ay kanilang isinasagawa, sapagka't nasa kapangyarihan ng kanilang kamay."
b.mic.4.8,"Ug ikaw, Oh torre sa panon, ang bungtod sa anak nga babaye sa Sion, anha kanimo moabut kana, oo, ang unang dominio moabut gayud, ang gingharian sa anak nga babaye sa Jerusalem.","At sila'y nangagiimbot ng mga bukid, at kanilang inaangkin; at ng mga bahay, at inaalis: at kanilang pinipighati ang isang tao at ang kaniyang sangbahayan, ang tao, at ang kaniyang mana."
b.mic.4.9,"Karon nganong nagatu-aw ka sa makusog nga tingog? Wala bay hari diha kanimo? nawagtang ba ang imong magtatambag, nga ang kaguol nagahupot ba kanimo sama sa usa ka babaye nga nagaanak?","Kaya't ganito ang sabi ng Panginoon, Narito, laban sa angkang ito ay humahaka ako ng isang kasamaan na doo'y hindi ninyo maaalis ang inyong mga leeg, ni makalalakad man ng kahambugan; sapagka't isang masamang panahon."
b.mic.4.10,"Magpasakit ka, ug pakigbisog sa pagpagula, Oh anak nga babaye sa Sion, ingon sa babaye nga magaanak; kay karon mogula ka gayud sa ciudad, ug magapuyo ka sa kaumahan, ug moadto ka bisan ngani sa Babilonia: didto pagaluwason ka; didto si Jehova magalukat kanimo gikan sa kamot sa imong mga kaaway.","Sa araw na yaon ay magsisisambit sila ng talinhaga laban sa inyo, at mangananaghoy ng kakilakilabot na panaghoy, at mangagsasabi, Kami ay lubos na nasira: kaniyang binabago ang bahagi ng aking bayan; ano't inilalayo niya sa akin! sa mga manghihimagsik kaniyang binahagi ang aming mga bukid."
b.mic.4.11,"Ug karon may daghang mga nasud nga nagatigum batok kanimo, nga nagaingon: Himoa nga mahugawan siya, ug himoa nga ang atong mata makakita sa atong gitinguha sa Sion.",Kaya't mawawalan ka na ng maghahagis ng pisi na panukat sa pamamagitan ng sapalaran sa kapisanan ng Panginoon.
b.mic.4.12,"Apan sila wala masayud sa mga hunahuna ni Jehova, ni makasabut sila sa iyang pagtambag; kay siya naghipos kanila ingon sa mga bugkos sa dagami ngadto sa salug-nga-giukan.","Huwag kayong manganghuhula, ganito sila nanganghuhula. Hindi sila manganghuhula sa mga ito: ang mga kakutyaan ay hindi mapapawi."
b.mic.4.13,"Tumindog ka ug maggiuk, Oh anak nga babaye sa Sion; kay ang imong sungay himoon ko nga puthaw, ug ang imong mga koko buhaton ko nga tumbaga; ug ikaw magadugmok sa daghang mga katawohan: ug igahalad ko ang ilang ganancia kang Jehova, ug ang ilang katigayonan ihalad ko ngadto sa Ginoo sa tibook nga yuta.","Sasabihin baga Oh sangbahayan ni Jacob, Ang Espiritu baga ng Panginoon ay nagipit? ang mga ito baga ang kaniyang mga gawa? Di baga ang aking mga salita ay nagsisigawa ng mabuti sa nagsisilakad ng matuwid?"
b.mic.5.1,"Karon magatigum ka sa imong kaugalingon sa pinanon, Oh anak nga babaye sa mga pinanon: siya naglibut batok kanato; hampakon nila ang maghuhukom sa Israel piaagi sa usa ka sungkod diha sa iyang aping.",Nguni't kamakailan na ang aking bayan ay bumangon na wari kaaway: inyong hinuhubad ang suot na kalakip ng balabal sa nagsisidaang tiwasay na parang mga lalaking nagsisipanggaling sa digma.
b.mic.5.2,"Apan ikaw, Beth-lehem Ephrata, ikaw nga maoy diyutay nga lungsod diha sa taliwala sa mga linibo nga banay sa Juda, gikan kanimo dunay usa nga mogula nganhi kanako nga mahimong magmamando sa Israel; kang kansang kaagi sa kagikanan gikan pa sa kanhing panahon, gikan sa walay katapusan.",Ang mga babae ng aking bayan ay inyong pinalalayas sa kanilang mga masayang bahay; sa kanilang mga bata ay inyong inaalis ang aking kaluwalhatian magpakailan man.
b.mic.5.3,"Busa sila pagabiyaan niya, hangtud sa panahon nga kadtong magaanak makapahimugso: unya ang salin sa iyang kaigsoonan mabalik ngadto sa mga anak sa Israel.","Kayo'y magsibangon, at magsiyaon; sapagka't hindi ito ang inyong kapahingahan; dahil sa karumihan na lumilipol sa makatuwid baga'y sa mahigpit na paggiba."
b.mic.5.4,"Ug siya motindog, ug magapakaon sa iyang panon diha sa kusog ni Jehova, sa pagkahalangdon sa ngalan ni Jehova nga iyang Dios: ug sila magapuyo sa kasigurohan; kay karon siya mahimong daku ngadto sa mga kinatumyan sa kalibutan.","Kung ang isang taong lumalakad sa espiritu ng kabulaanan ay nagsisinungaling, na nagsasabi, Ako'y manghuhula sa iyo tungkol sa alak at matapang na inumin; siya nga'y magiging propeta sa bayang ito."
b.mic.5.5,"Ug kining tawohana mahimong atong pakigdait. Sa diha nga ang mga taga-Asiria moabut sa atong yuta, ug sa diha nga siya magatamak sa atong mga palacio, nan kita magapatindog batok kaniya sa pito ka magbalantay sa carnero, ug walo ka mga pangulong tawo.","Walang pagsalang aking pipisanin, Oh Jacob, ang lahat ng iyo; aking pipisaning walang pagsala ang nalabi sa Israel: akin silang ilalagay na magkakasama na parang mga tupa sa Bosra, na parang kawan sa gitna ng pastulan sa kanila; sila'y magkakaingay ng di kawasa dahil sa karamihan ng tao."
b.mic.5.6,"Ug pagalaglagon nila pinaagi sa pinuti ang yuta sa Asiria, ug ang yuta sa Nimrod diha sa mga alagianan niana: ug siya magaluwas kanato gikan sa mga taga-Asiria, sa diha nga moabut na siya sa atong yuta, ug sa diha nga siya magatamak na sa atong utlanan.","Nangunguna sa kanila yaong nagbubukas ng daan: sila'y nagbukas ng daan at nagsidaan sa pintuang-bayan, at nagsilabas doon; at ang kanilang hari ay nagpauna sa kanila, at ang Panginoon sa unahan nila."
b.mic.5.7,"Ug ang mga salin ni Jacob anha sa taliwala sa daghang mga katawohan ingon sa yamog nga gikan kang Jehova, ingon sa taligsik sa ulan nga anaa sa mga balili, nga wala maglangan alang sa tawo, ni magahulat sa mga anak sa tawo.","At aking sinabi, Isinasamo ko sa inyo, na inyong dinggin, ninyong mga pangulo ng Jacob, at mga pinuno ng sangbahayan ni Israel: hindi baga sa inyo ang pagalam ng katuwiran."
b.mic.5.8,"Ug ang mga salin ni Jacob igatipon sa taliwala sa mga nasud, sa taliwala sa daghang mga katawohan, ingon sa usa ka leon sa taliwala sa mga mananap sa kalasangan, ingon sa itoy nga leon sa taliwala sa mga panon sa carnero; nga, kong makasulod siya, magayatak ug magakuniskunis kanila, ug walay makaluwas kanila.","Kayong napopoot sa mabuti at umiibig sa kasamaan; na siyang umaagaw sa mga dukha ng balat nila, at ng kanilang laman sa kanilang mga buto;"
b.mic.5.9,"Ipabayaw ang imong kamot ibabaw sa imong mga kabatok, ug ipalaglag ang tanan mong mga kaaway.","Kayo ring kumakain ng laman ng aking bayan, at lumalapnos ng kanilang balat, at bumabali ng kanilang mga buto, at kanilang pinagputolputol yaon, na wari'y para sa palyok, at parang laman sa loob ng caldera."
b.mic.5.10,"Ug mahitabo niadtong adlawa, miingon si Jehova, nga pamutlon ko ang imong mga kabayo sa taliwala nimo, ug laglagon ko ang imong mga carro:","Kung magkagayo'y magsisidaing sila sa Panginoon, nguni't hindi niya sasagutin sila; oo, kaniyang ikukubli ang kaniyang mukha sa kanila sa panahong yaon, ayon sa kanilang ginawang kasamaan sa kanilang mga gawa."
b.mic.5.11,"Ug gun-obon ko ang mga ciudad sa imong yuta, ug pukanon ko ang imong mga malig-ong salipdanan.","Ganito ang sabi ng Panginoon tungkol sa mga propeta na nagliligaw sa aking bayan; na nagkakanggigitil ng kanilang mga ngipin at nagsisihiyaw, Kapayapaan; at yaong hindi naglalagay sa kanilang bibig, ay pinaghahandaan siya nila ng digma:"
b.mic.5.12,Ug wagtangon ko ang mga salamangka gikan sa imong kamot; ug ikaw dili na makabaton mga mulo-manalagna.,"Kaya't magiging gabi sa inyo, na hindi kayo magkakaroon ng pangitain; at magkakaroon ng kadiliman, na hindi kayo makapanghuhula; at ang araw ay lulubog sa mga propeta, at ang araw ay mangungulimlim sa kanila."
b.mic.5.13,Ug wagtangon ko ang imong mga kinulit nga larawan ug ang imong mga haliging bato gikan sa taliwala nimo; ug ikaw dili na magsimba sa buhat sa imong mga kamot;,"At ang mga tagakita ay mangapapahiya, at ang mga manghuhula ay mangatutulig; oo, silang lahat ay mangagtatakip ng kanilang mga labi; sapagka't walang kasagutan ng Dios."
b.mic.5.14,Ug ibton ko ang imong mga Asherim gikan sa kinataliwad-an nimo; ug laglagon ko ang imong mga ciudad.,"Nguni't sa ganang akin, ako'y puspos ng kapangyarihan sa pamamagitan ng Espiritu ng Panginoon, at ng kahatulan, at ng kapangyarihan, upang ipahayag sa Jacob ang kaniyang pagsalansang, at sa Israel ang kaniyang kasalanan."
b.mic.5.15,Ug ipakanaug ko ang panimalus pinaagi sa kasuko ug sa kaligutgut batok sa mga nasud nga wala mamati kanako.,"Dinggin ninyo ito, isinasamo ko sa inyo, ninyong mga pangulo sa sangbahayan ni Jacob, at mga pinuno sa sangbahayan ni Israel, na nangapopoot sa kahatulan, at nangagbabaluktot ng matuwid."
b.mic.6.1,"Pamati kamo karon sa ginaingon ni Jehova: Tindog ka, asdangon mo ang mga bukid, ug himoa nga ang mga bungtod makadungog sa imong tingog.","Kanilang itinatayo ang Sion sa pamamagitan ng dugo, at ang Jerusalem sa pamamagitan ng kasamaan."
b.mic.6.2,"Pamati, Oh kamo nga mga bukid, sa pagpakigbisog ni Jehova, ug kamo nga malig-ong mga patukoranan sa kalibutan; kay si Jehova adunay pagpakigbisog sa iyang katawohan, ug siya makigbisog sa Israel.","Ang mga pangulo niya'y nagsisihatol dahil sa suhol, at ang mga saserdote, niya'y nangagtuturo dahil sa upa, at ang mga propeta niya'y nanganghuhula dahil sa salapi: gayon ma'y sila'y sasandal sa Panginoon, at mangagsasabi, Hindi baga ang Panginoon ay nasa gitna natin? walang kasamaang darating sa akin."
b.mic.6.3,"Oh katawohan ko, unsay nabuhat ko kanimo? ug diin ako makapalaay kanimo? magpamatuod ka batok kanako.","Kaya't ang Sion ay bubukirin na parang isang bukid dahil sa inyo, at ang Jerusalem ay magiging mga bunton, at ang mga bundok ng bahay ay parang mga mataas na dako sa isang gubat."
b.mic.6.4,"Kay gikuha ko ikaw gikan sa yuta sa Egipto, ug gilukat ko ikaw gikan sa balay sa pagkaulipon; ug ipadala ko kanimo si Moises, si Aaron, ug si Miriam.","Nguni't sa mga huling araw ay mangyayari, na ang bundok ng bahay ng Panginoon ay matatatag sa taluktok ng mga bundok, at matataas sa mga burol; at mga tao'y paroroon sa kaniya."
b.mic.6.5,"Oh akong katawohan, hinumdumi karon kong unsa ang gimugna ni Balac nga hari sa Moab, ug kong unsa ang gitubag ni Balaam ang anak nga lalake ni Beor kaniya; hinumdumi gikan sa Sittim ngadto sa Gilgal, aron kamo mahibalo sa matarung nga mga buhat ni Jehova.","At maraming bansa'y magsisiparoo't mangagsasabi, Magsiparito kayo, at tayo'y magsiahon sa bundok ng Panginoon, at sa bahay ng Dios ni Jacob; at siya'y magtuturo sa atin ng kaniyang mga daan, at tayo'y magsisilakad sa kaniyang mga landas. Sapagka't sa Sion ay lalabas ang kautusan, at ang salita ng Panginoon ay mula sa Jerusalem;"
b.mic.6.6,"Unsa ang dad-on ko sa moduol ako sa atubangan ni Jehova, ug sa moyukbo ako sa akong kaugalingon sa atubangan sa halangdon nga Dios? moatubang ba ako kaniya uban sa mga halad-nga-sinunog, ug uban sa mga nating vaca nga tagsa ka tuig ang kagulangon?","At siya'y hahatol sa gitna ng maraming bayan, at sasaway sa mga matibay na bansa sa malayo: at kanilang papandayin ang kanilang mga tabak upang maging sudsud, at ang kanilang mga sibat upang maging karit; ang bansa ay hindi magtataas ng tabak laban sa bansa, ni magaaral pa man ng pakikipagdigma."
b.mic.6.7,"Mahimuot ba si Jehova sa mga linibo nga lakeng carnero, kun sa napulo ka libo nga mga suba sa lana? igahatag ko ba ang akong kamagulangang anak tungod sa akong kasal-anan, ang bunga sa akong lawas tungod sa sala sa akong kalag?",Kundi sila'y uupo bawa't isa sa ilalim ng kaniyang punong ubas at sa ilalim ng kaniyang punong igos; at walang tatakot sa kanila: sapagka't sinalita ng bibig ng Panginoon ng mga hukbo.
b.mic.6.8,"Gipakita na niya kanimo, Oh tawo, kong unsa ang maayo; ug unsa ba ang gikinahanglan ni Jehova kanimo, kondili ang pagbuhat sa minatarung ug ang paghigugma sa kalolot, ug ang paglakaw nga mapinaubsanon uban sa imong Dios?",Sapagka't ang lahat na bayan ay magsisilakad bawa't isa sa pangalan ng kanikaniyang dios: at tayo'y magsisilakad sa pangalan ng Panginoon nating Dios magpakailan kailan man.
b.mic.6.9,"Ang tingog ni Jehova nagatu-aw sa ciudad, ug ang tawo sa kaalam makakita sa imong ngalan: pamati kamo sa sungkod, ug kaniya nga nagatudlo niana.","Sa araw na yaon, sabi ng Panginoon, aking pipisanin siya na napipilay, at aking titipunin siya na natapon, at siya na aking pinagdalamhati;"
b.mic.6.10,"Anaa pa bay mga bahandi sa kadautan diha sa balay sa kadautan, ug diyutayng takus niadtong butang nga dulumtanan?","At aking gagawin ang pilay na isang nalabi, at ang natapon sa malayo na isang matibay na bansa: at ang Panginoon ay maghahari sa kanila sa bundok ng Sion mula ngayon hanggang sa walang hanggan."
b.mic.6.11,"Magmaputli ba ako pinaagi sa dautan nga mga timbangan, ug pinaagi sa usa ka puntil sa mga bato nga malimbongon?","At ikaw, oh moog ng kawan, na burol ng anak na babae ng Sion, ito sa iyo'y darating, oo, ang dating kapangyarihan ay darating, ang kaharian ng anak na babae ng Jerusalem."
b.mic.6.12,"Kay ang mga tawo nga adunahan niana napuno sa pagpanlupig, ug ang mga pumoluyo niana nagapamulong sa kabakakan, ug ang ilang dila limbongan sulod sa ilang baba.","Ngayo'y bakit ka sumisigaw ng malakas? Wala ka bagang hari, ang iyo bagang kasangguni ay namatay, upang ang mga paghihirap ay suma iyo na gaya ng babae sa pagdaramdam?"
b.mic.6.13,Busa gihampak ko usab ikaw sa mahapdos nga samad; gihimo ko ikaw nga biniyaan tungod sa imong mga sala.,"Magdamdam ka, at magtiis ka ng hirap, Oh anak na babae ng Sion, na gaya ng babae sa pagdaramdam: sapagka't ngayo'y lalabas ka sa bayan, at ikaw ay tatahan sa parang, at ikaw ay darating hanggang sa Babilonia: doon ka maliligtas; doon ka tutubusin ng Panginoon sa kamay ng iyong mga kaaway."
b.mic.6.14,"Magakaon ikaw, apan dili ka matagbaw: ug ang imong pagpaubos anha sa imong kinataliwad-an: ug ikaw magatipig, apan dili ka makatigum; ug kadtong imong matigum igahatag ko sa espada.","At ngayo'y maraming bansa ay nangagpupulong laban sa iyo, na nangagsasabi, Madumhan siya, at makita ng ating mata ang nasa natin sa Sion."
b.mic.6.15,"Magapugas ka, apan dili ka makapangani; magagiuk ka sa mga olivo, apan dili ka makapanihog sa imong kaugalingon sa lana; ug makapuga ka sa abut nga parras, apan dili ka makainum sa vino.","Nguni't hindi nila nalalaman ang mga pagiisip ng Panginoon, ni nauunawa man nila ang kaniyang payo; sapagka't kaniyang pinisan sila na parang mga bigkis sa giikan."
b.mic.6.16,"Kay ang kabalaoran ni Omri gisunod ninyo, ug ang tanang mga buhat sa balay ni Achab, ug kamo nagalakaw sa ilang mga patambag; aron ikaw himoon ko nga biniyaan, ug ang mga molupyo niana himoon ko nga sinitsitan uban ang pagbiaybiay: ug kamo magaantus sa mga pagtamay sa akong katawohan.","Ikaw ay bumangon, at gumiik, Oh anak na babae ng Sion; sapagka't aking gagawing bakal ang iyong sungay, at aking gagawing tanso ang iyong mga kuko; at iyong pagluluraylurayin ang maraming bayan: at iyong itatalaga ang kanilang pakinabang sa Panginoon, at ang kanilang pag-aari ay sa Panginoon ng buong lupa."
b.mic.7.1,"Alaut ako! kay ako nahimong ingon niadtong tapus na maani nila ang mga bunga sa ting-init, ingon man sa mga hinagdaw sa kaparrasan: walay mga pungpong sa bunga nga arang makaon; ang akong kalag nagatinguha sa unang hinog sa igos.","Ngayon ay mapipisan ka sa mga hukbo, Oh anak na babae ng mga hukbo: siya'y nangubkob laban sa atin; kanilang hahampasin sa pisngi ang hukom ng Israel ng isang tungkod."
b.mic.7.2,"Ang tawo nga diosnon nawagtang na sa yuta, ug walay usa nga matarung sa taliwala sa mga tawo: silang tanan nagabanhig aron sa pag-ula ug dugo; ang tagsatagsa kanila nagahati sa iyang igsoon uban ang iyang pukot.","Nguni't ikaw, Beth-lehem Ephrata, na maliit upang lumagay sa libolibo ng Juda, mula sa iyo ay lalabas sa akin ang isa na magpupuno sa Israel; na ang pinagbuhatan niya ay mula nang una, mula nang walang hanggan."
b.mic.7.3,"Ang ilang mga kamot anaa na sa kadautan andam sa bulohaton sa pagbuhat niana sa dakung kakugi; ang principe mangutang batok sa linupigan ug ang maghuhukom andam sa pagdawat sa balus; ug ang tawong gamhanan, nagapahayag siya sa dautang tinguha sa iyang kalag: sa ingon niana gisalapid nila ang justicia.",Kaya't kaniyang ibibigay sila hanggang sa panahon na siya na nagdaramdam ay manganak: kung magkagayon ang nalabi sa kaniyang mga kapatid ay babalik sa mga anak ni Israel.
b.mic.7.4,"Ang tawo nga labing maayo kanila sama sa sampinit; ang labing matarung kanila dautan pa kay sa kural nga tunokon: ang adlaw sa imong mga magbalantay, bisan ang pagdu-aw kanimo, ania na; karon mao ang ilang pagkalibog.","At siya'y titindig, at magpapakain ng kaniyang kawan sa kalakasan ng Panginoon, sa kamahalan ng pangalan ng Panginoon niyang Dios: at sila'y mananatili; sapagka't ngayon siya'y magiging dakila hanggang sa mga wakas ng lupa."
b.mic.7.5,Ayaw kamo pagsalig sa inyong isigkatawo; ayaw kamo pagsalig sa usa ka higala; tak-oma ang pultahan sa imong baba gikan kaniya nga nagapauraray sa imong dughan.,"At ang lalaking ito ay magiging kapayapaan natin. Pagka ang taga Asiria ay papasok sa ating lupain, at pagka siya'y tutungtong sa ating mga palacio, tayo nga'y mangagtitindig laban sa kaniya ng pitong pastor, at walong pinakapangulong tao."
b.mic.7.6,"Kay ang anak nga lalake magapildi sa dungog sa amahan, ang anak nga babaye mosukol sa iyang inahan, ang umagad nga babaye batok sa iyiang ugangan nga babaye; ang mga kaaway sa usa ka tawo mao ra ang katipon niya sa iyang panimalay.","At kanilang wawasakin ng tabak ang lupain ng Asiria, at ang lupain ng Nimrod sa mga pasukan niyaon: at kaniyang ililigtas tayo sa taga Asiria, pagka siya'y pumasok sa ating lupain, at pagka siya'y tumungtong sa loob ng ating hangganan."
